animal,age,temperature,symptom 1,symptom 2,symptom 3,disease
goat,9,40.1,loss of appetite,weakness,depression,pasteurellosis
cow,14,103.6,sores on tongue,difficulty walking,loss of appetite,foot and mouth
sheep,7,104.1,loss of appetite,painless lumps,depression,lumpy skin disease
buffalo,2,101.6,difficulty walking,sores on hooves,loss of appetite,foot and mouth
cow,2,100.4,loss of appetite,sores on tongue,lameness,foot and mouth
buffalo,4,37.5,kicking abdomen,distress,abdominal swelling,bloat
sheep,9,37.4,high fever,fatigue,coughing,pasteurellosis
goat,9,101.3,coughing,loss of appetite,depression,pneumonia
cow,3,37.0,loss of appetite,swelling in neck,high fever,pasteurellosis
sheep,1,38.1,fatigue,coughing,high fever,pasteurellosis
buffalo,7,103.4,depression,loss of appetite,painless lumps,lumpy skin disease
sheep,7,37.3,fatigue,nasal discharge,high fever,pasteurellosis
goat,7,103.5,loss of appetite,lameness,sores on mouth,foot and mouth
sheep,8,100.5,loss of appetite,depression,painless lumps,lumpy skin disease
goat,8,101.8,loss of appetite,nasal discharge,depression,pneumonia
sheep,9,39.1,difficulty breathing,high fever,nasal discharge,pasteurellosis
buffalo,4,40.2,weakness,salivation,coughing,pasteurellosis
sheep,10,102.1,lameness,blisters on hooves,loss of appetite,foot and mouth
buffalo,1,102.2,loss of appetite,difficulty walking,blisters on hooves,foot and mouth
buffalo,3,40.9,high fever,fatigue,swelling in neck,pasteurellosis
cow,1,38.6,high fever,swelling in neck,weakness,pasteurellosis
buffalo,1,41.1,swelling in neck,fatigue,high fever,pasteurellosis
sheep,6,40.2,difficulty breathing,coughing,salivation,pasteurellosis
sheep,2,38.4,lameness,watering eyes,lesions on skin,lumpy skin disease
buffalo,8,38.2,fatigue,udder redness,depression,mastitis
buffalo,15,104.3,loss of appetite,swelling in limb,difficulty walking,blackleg
cow,7,100.7,difficult breathing,depression,loss of appetite,pneumonia
goat,10,104.3,loss of appetite,painless lumps,depression,lumpy skin disease
buffalo,15,102.7,difficulty walking,loss of appetite,blisters on mouth,foot and mouth
sheep,7,102.9,loss of appetite,blisters on tongue,difficulty walking,foot and mouth
cow,3,100.6,depression,painless lumps,loss of appetite,lumpy skin disease
buffalo,9,38.2,depression,fatigue,swelling in neck,pasteurellosis
cow,5,101.5,loss of appetite,difficult breathing,depression,pneumonia
buffalo,14,104.4,depression,painless lumps,loss of appetite,lumpy skin disease
goat,9,103.7,difficulty walking,blisters on mouth,loss of appetite,foot and mouth
sheep,7,37.4,depression,salivation,swelling in neck,pasteurellosis
sheep,10,100.3,loss of appetite,painless lumps,depression,lumpy skin disease
buffalo,5,100.6,coughing,loss of appetite,depression,pneumonia
goat,8,100.5,lameness,sores on mouth,loss of appetite,foot and mouth
buffalo,6,41.5,high fever,difficulty breathing,swelling in neck,pasteurellosis
goat,4,37.5,sudden death,trembling,diarrhea,enterotoxemia
cow,3,104.8,depression,loss of appetite,painless lumps,lumpy skin disease
sheep,10,104.9,difficulty walking,loss of appetite,blisters on tongue,foot and mouth
sheep,3,100.3,difficulty walking,crackling sound,loss of appetite,blackleg
cow,11,100.3,loss of appetite,depression,nasal discharge,pneumonia
cow,11,103.0,swelling in muscle,loss of appetite,depression,blackleg
buffalo,12,100.8,crackling sound,difficulty walking,loss of appetite,blackleg
cow,10,40.7,weight loss,blisters on tongue,drooling,foot and mouth disease
cow,11,102.9,loss of appetite,depression,difficult breathing,pneumonia
sheep,7,39.9,weakness,swelling in neck,coughing,pasteurellosis
goat,2,102.4,loss of appetite,difficulty walking,blisters on hooves,foot and mouth
buffalo,7,37.3,coughing,fatigue,nasal discharge,pasteurellosis
sheep,10,37.4,coughing,depression,high fever,pasteurellosis
cow,7,38.4,scratching,weakness,rough coat,parasite infestation
buffalo,7,40.7,depression,loss of appetite,high temperature,mastitis
cow,9,40.1,difficulty breathing,swelling in neck,coughing,pasteurellosis
cow,6,40.9,salivation,nasal discharge,swelling in neck,pasteurellosis
buffalo,5,102.9,painless lumps,loss of appetite,depression,lumpy skin disease
sheep,4,37.2,depression,fatigue,loss of appetite,pasteurellosis
goat,1,101.1,difficulty walking,depression,loss of appetite,blackleg
sheep,4,104.1,nasal discharge,loss of appetite,depression,pneumonia
goat,4,102.4,difficulty walking,crackling sound,depression,blackleg
cow,10,102.0,depression,crackling sound,loss of appetite,blackleg
buffalo,5,39.3,nasal discharge,swelling in neck,high fever,pasteurellosis
sheep,10,102.2,difficult breathing,loss of appetite,depression,pneumonia
goat,1,103.9,loss of appetite,blisters on mouth,lameness,foot and mouth
buffalo,14,100.2,depression,loss of appetite,painless lumps,lumpy skin disease
sheep,3,101.1,loss of appetite,coughing,depression,pneumonia
sheep,9,103.5,coughing,depression,loss of appetite,pneumonia
sheep,8,100.6,lameness,blisters on tongue,loss of appetite,foot and mouth
cow,4,102.6,loss of appetite,painless lumps,depression,lumpy skin disease
goat,9,101.5,loss of appetite,swelling in muscle,crackling sound,blackleg
goat,6,101.7,loss of appetite,painless lumps,depression,lumpy skin disease
sheep,1,101.0,loss of appetite,blisters on hooves,difficulty walking,foot and mouth
sheep,10,40.9,high fever,coughing,loss of appetite,pasteurellosis
cow,14,101.9,loss of appetite,sores on gums,lameness,foot and mouth
buffalo,6,37.1,coughing,reduced milk production,fatigue,pneumonia
goat,8,103.6,lameness,sores on hooves,loss of appetite,foot and mouth
goat,10,38.6,depression,difficulty breathing,salivation,pasteurellosis
sheep,5,38.5,weight loss,drooling,reduced milk yield,foot and mouth disease
buffalo,5,38.2,convulsions,loss of appetite,depression,enterotoxemia
buffalo,5,38.9,reduced milk yield,fever,abortion,brucellosis
buffalo,3,101.8,depression,difficult breathing,loss of appetite,pneumonia
goat,7,104.3,lameness,sores on tongue,loss of appetite,foot and mouth
cow,1,101.8,loss of appetite,painless lumps,depression,lumpy skin disease
buffalo,7,104.1,depression,loss of appetite,difficulty walking,blackleg
goat,1,39.1,salivation,weakness,depression,pasteurellosis
buffalo,3,40.2,weakness,swelling in neck,difficulty breathing,pasteurellosis
buffalo,8,38.1,swelling in neck,coughing,high fever,pasteurellosis
buffalo,5,103.6,loss of appetite,depression,coughing,pneumonia
sheep,9,101.5,lameness,swelling in limb,loss of appetite,blackleg
sheep,8,104.6,loss of appetite,depression,painless lumps,lumpy skin disease
cow,14,101.3,painless lumps,loss of appetite,depression,lumpy skin disease
sheep,7,104.9,coughing,depression,loss of appetite,pneumonia
buffalo,3,38.6,depression,fatigue,chest pain,pneumonia
goat,1,38.6,salivation,loss of appetite,depression,pasteurellosis
goat,5,100.6,crackling sound,swelling in limb,loss of appetite,blackleg
sheep,4,40.1,distress,loss of appetite,reduced movement,bloat
cow,5,100.9,crackling sound,lameness,swelling in limb,blackleg
cow,12,104.5,sores on hooves,difficulty walking,loss of appetite,foot and mouth
sheep,5,40.9,difficulty breathing,weakness,nasal discharge,pasteurellosis
goat,3,104.3,loss of appetite,depression,painless lumps,lumpy skin disease
goat,2,103.7,depression,difficulty walking,crackling sound,blackleg
goat,10,38.9,depression,milk clots,fatigue,mastitis
goat,7,102.1,loss of appetite,nasal discharge,depression,pneumonia
buffalo,10,38.2,loss of appetite,high fever,swelling in neck,pasteurellosis
sheep,6,101.9,difficult breathing,depression,loss of appetite,pneumonia
buffalo,10,102.3,crackling sound,swelling in muscle,loss of appetite,blackleg
sheep,6,101.7,lameness,depression,crackling sound,blackleg
sheep,9,40.9,loss of appetite,nasal discharge,high fever,pasteurellosis
buffalo,7,39.3,weakness,retained placenta,weight loss,brucellosis
sheep,6,101.6,depression,coughing,loss of appetite,pneumonia
buffalo,9,38.6,loss of appetite,trembling,abdominal pain,enterotoxemia
buffalo,4,100.6,difficulty walking,sores on hooves,loss of appetite,foot and mouth
buffalo,12,100.1,lameness,loss of appetite,sores on tongue,foot and mouth
buffalo,11,103.4,loss of appetite,crackling sound,lameness,blackleg
goat,2,101.5,loss of appetite,lameness,depression,blackleg
cow,3,38.6,fever,depression,fatigue,mastitis
sheep,1,102.8,difficulty walking,sores on tongue,loss of appetite,foot and mouth
buffalo,4,40.7,weakness,fever,convulsions,enterotoxemia
cow,7,104.1,depression,painless lumps,loss of appetite,lumpy skin disease
sheep,6,100.6,painless lumps,loss of appetite,depression,lumpy skin disease
buffalo,2,102.7,blisters on gums,loss of appetite,lameness,foot and mouth
sheep,8,104.0,depression,loss of appetite,difficult breathing,pneumonia
goat,4,100.3,painless lumps,depression,loss of appetite,lumpy skin disease
goat,7,101.9,loss of appetite,coughing,depression,pneumonia
buffalo,7,104.9,lameness,loss of appetite,blisters on hooves,foot and mouth
buffalo,3,100.9,painless lumps,loss of appetite,depression,lumpy skin disease
goat,8,102.9,crackling sound,depression,loss of appetite,blackleg
goat,3,104.9,loss of appetite,depression,swelling in muscle,blackleg
cow,12,101.7,painless lumps,depression,loss of appetite,lumpy skin disease
buffalo,3,104.2,painless lumps,depression,loss of appetite,lumpy skin disease
sheep,6,102.1,coughing,depression,loss of appetite,pneumonia
cow,13,101.2,loss of appetite,difficulty walking,sores on tongue,foot and mouth
sheep,4,101.7,loss of appetite,lameness,blisters on gums,foot and mouth
buffalo,8,104.5,painless lumps,depression,loss of appetite,lumpy skin disease
goat,10,101.7,difficulty walking,loss of appetite,sores on hooves,foot and mouth
cow,11,102.3,difficult breathing,depression,loss of appetite,pneumonia
buffalo,2,102.0,depression,loss of appetite,coughing,pneumonia
cow,4,100.6,loss of appetite,blisters on gums,difficulty walking,foot and mouth
buffalo,2,38.4,weight loss,scratching,anemia,parasite infestation
goat,3,103.3,loss of appetite,depression,painless lumps,lumpy skin disease
sheep,10,40.9,nasal discharge,depression,fatigue,pasteurellosis
buffalo,7,104.4,crackling sound,loss of appetite,lameness,blackleg
sheep,7,100.1,difficulty walking,loss of appetite,sores on hooves,foot and mouth
goat,9,101.4,loss of appetite,crackling sound,lameness,blackleg
buffalo,6,104.1,painless lumps,depression,loss of appetite,lumpy skin disease
buffalo,6,101.4,depression,swelling in muscle,crackling sound,blackleg
buffalo,7,101.4,loss of appetite,crackling sound,lameness,blackleg
cow,15,100.2,loss of appetite,blisters on gums,lameness,foot and mouth
cow,12,100.3,depression,loss of appetite,crackling sound,blackleg
sheep,8,100.3,difficulty walking,swelling in limb,depression,blackleg
buffalo,13,101.2,sores on gums,loss of appetite,lameness,foot and mouth
buffalo,10,37.4,salivation,high fever,coughing,pasteurellosis
cow,7,101.5,painless lumps,loss of appetite,depression,lumpy skin disease
cow,1,102.2,loss of appetite,depression,painless lumps,lumpy skin disease
goat,2,37.9,depression,difficulty breathing,weakness,pasteurellosis
cow,2,100.2,lameness,blisters on tongue,loss of appetite,foot and mouth
sheep,3,104.3,difficulty walking,loss of appetite,swelling in limb,blackleg
sheep,1,39.3,distress,stomach distention,kicking abdomen,bloat
sheep,5,102.7,difficult breathing,loss of appetite,depression,pneumonia
cow,6,103.0,lameness,sores on gums,loss of appetite,foot and mouth
sheep,8,41.1,salivation,nasal discharge,loss of appetite,pasteurellosis
buffalo,14,103.0,lameness,loss of appetite,blisters on gums,foot and mouth
goat,5,102.7,difficulty walking,swelling in limb,crackling sound,blackleg
sheep,1,104.1,nasal discharge,depression,loss of appetite,pneumonia
sheep,7,100.0,loss of appetite,difficult breathing,depression,pneumonia
goat,1,101.5,loss of appetite,painless lumps,depression,lumpy skin disease
cow,4,103.1,loss of appetite,difficulty walking,crackling sound,blackleg
goat,4,103.3,loss of appetite,blisters on tongue,difficulty walking,foot and mouth
buffalo,5,37.1,convulsions,bloated abdomen,loss of appetite,enterotoxemia
sheep,10,38.5,salivation,depression,loss of appetite,pasteurellosis
goat,2,101.4,painless lumps,depression,loss of appetite,lumpy skin disease
sheep,10,103.7,swelling in limb,crackling sound,depression,blackleg
buffalo,2,37.3,loss of appetite,coughing,fatigue,pasteurellosis
cow,6,100.9,crackling sound,depression,loss of appetite,blackleg
goat,5,38.9,milk clots,reduced milk yield,fever,mastitis
sheep,7,37.9,depression,high fever,coughing,pasteurellosis
cow,15,100.0,difficulty walking,loss of appetite,depression,blackleg
sheep,1,103.9,difficult breathing,loss of appetite,depression,pneumonia
sheep,2,103.4,loss of appetite,difficult breathing,depression,pneumonia
sheep,9,100.5,swelling in limb,lameness,crackling sound,blackleg
sheep,7,102.3,difficult breathing,depression,loss of appetite,pneumonia
goat,10,103.7,depression,coughing,loss of appetite,pneumonia
cow,10,102.7,loss of appetite,difficulty walking,blisters on tongue,foot and mouth
goat,2,101.1,loss of appetite,coughing,depression,pneumonia
cow,8,104.7,lameness,loss of appetite,sores on tongue,foot and mouth
buffalo,2,100.5,loss of appetite,depression,lameness,blackleg
cow,8,104.2,blisters on gums,loss of appetite,difficulty walking,foot and mouth
cow,9,100.9,loss of appetite,crackling sound,difficulty walking,blackleg
sheep,3,103.0,crackling sound,loss of appetite,difficulty walking,blackleg
buffalo,9,101.0,crackling sound,lameness,loss of appetite,blackleg
sheep,8,103.3,loss of appetite,sores on tongue,lameness,foot and mouth
cow,9,40.2,nasal discharge,difficulty breathing,depression,pasteurellosis
goat,5,41.5,weakness,nasal discharge,fatigue,pasteurellosis
cow,8,102.7,sores on gums,lameness,loss of appetite,foot and mouth
cow,13,101.3,depression,painless lumps,loss of appetite,lumpy skin disease
buffalo,13,101.3,loss of appetite,painless lumps,depression,lumpy skin disease
cow,8,103.6,lameness,loss of appetite,sores on gums,foot and mouth
buffalo,5,39.1,swelling in neck,difficulty breathing,weakness,pasteurellosis
goat,2,103.5,difficulty walking,crackling sound,loss of appetite,blackleg
sheep,6,38.6,coughing,difficulty breathing,weakness,pasteurellosis
buffalo,1,100.3,lameness,loss of appetite,sores on gums,foot and mouth
cow,10,101.7,depression,painless lumps,loss of appetite,lumpy skin disease
sheep,4,104.0,depression,loss of appetite,painless lumps,lumpy skin disease
buffalo,7,41.5,nasal discharge,high fever,weakness,pasteurellosis
sheep,5,102.1,painless lumps,loss of appetite,depression,lumpy skin disease
cow,6,39.1,difficulty breathing,swelling in neck,nasal discharge,pasteurellosis
goat,9,101.7,depression,swelling in limb,lameness,blackleg
buffalo,1,101.1,crackling sound,lameness,swelling in limb,blackleg
sheep,3,104.5,lameness,loss of appetite,blisters on gums,foot and mouth
buffalo,9,37.3,weakness,fatigue,depression,pasteurellosis
buffalo,10,37.4,nasal discharge,fatigue,salivation,pasteurellosis
cow,10,104.7,painless lumps,loss of appetite,depression,lumpy skin disease
cow,8,38.6,high fever,depression,loss of appetite,pasteurellosis
sheep,10,100.1,depression,nasal discharge,loss of appetite,pneumonia
goat,8,38.6,fatigue,rough coat,pale mucous membranes,parasite infestation
cow,11,103.2,loss of appetite,depression,difficult breathing,pneumonia
goat,4,37.9,fatigue,salivation,loss of appetite,pasteurellosis
cow,6,101.3,sores on hooves,difficulty walking,loss of appetite,foot and mouth
cow,8,102.9,swelling in limb,depression,loss of appetite,blackleg
buffalo,15,100.1,loss of appetite,blisters on tongue,lameness,foot and mouth
sheep,3,102.0,lameness,swelling in limb,depression,blackleg
sheep,9,100.6,depression,difficult breathing,loss of appetite,pneumonia
goat,9,105.0,loss of appetite,sores on mouth,difficulty walking,foot and mouth
buffalo,6,39.3,high fever,loss of appetite,coughing,pasteurellosis
goat,5,104.5,depression,loss of appetite,difficult breathing,pneumonia
cow,10,101.4,painless lumps,loss of appetite,depression,lumpy skin disease
sheep,5,105.0,difficulty walking,crackling sound,loss of appetite,blackleg
cow,11,104.1,painless lumps,depression,loss of appetite,lumpy skin disease
sheep,3,39.3,depression,loss of appetite,fatigue,pasteurellosis
goat,9,101.1,painless lumps,depression,loss of appetite,lumpy skin disease
sheep,8,103.2,depression,painless lumps,loss of appetite,lumpy skin disease
buffalo,10,104.0,loss of appetite,crackling sound,swelling in limb,blackleg
cow,10,102.3,difficulty walking,swelling in muscle,depression,blackleg
goat,5,38.2,swollen joints,weight loss,fever,brucellosis
cow,10,41.5,swelling in neck,loss of appetite,salivation,pasteurellosis
cow,15,102.0,depression,loss of appetite,painless lumps,lumpy skin disease
goat,4,101.2,depression,loss of appetite,coughing,pneumonia
cow,2,101.0,loss of appetite,depression,nasal discharge,pneumonia
buffalo,8,100.4,loss of appetite,lameness,sores on mouth,foot and mouth
goat,2,101.5,depression,loss of appetite,swelling in muscle,blackleg
sheep,9,102.7,lameness,loss of appetite,crackling sound,blackleg
sheep,10,102.3,lameness,loss of appetite,sores on mouth,foot and mouth
buffalo,15,103.7,depression,swelling in limb,loss of appetite,blackleg
sheep,8,37.9,depression,weakness,nasal discharge,pasteurellosis
cow,8,38.5,loss of appetite,swelling in neck,nasal discharge,pasteurellosis
sheep,6,100.3,loss of appetite,depression,nasal discharge,pneumonia
buffalo,12,101.3,depression,loss of appetite,swelling in limb,blackleg
buffalo,4,101.2,lameness,sores on mouth,loss of appetite,foot and mouth
buffalo,9,103.4,blisters on hooves,loss of appetite,lameness,foot and mouth
sheep,7,102.9,loss of appetite,sores on gums,difficulty walking,foot and mouth
sheep,8,40.1,reduced milk yield,salivation,fever,foot and mouth disease
goat,8,102.9,loss of appetite,difficulty walking,sores on tongue,foot and mouth
sheep,4,103.8,loss of appetite,depression,difficult breathing,pneumonia
cow,9,40.9,salivation,depression,high fever,pasteurellosis
sheep,4,103.8,loss of appetite,sores on mouth,difficulty walking,foot and mouth
sheep,5,102.4,difficult breathing,loss of appetite,depression,pneumonia
goat,6,101.5,loss of appetite,difficulty walking,sores on hooves,foot and mouth
buffalo,6,100.8,loss of appetite,depression,painless lumps,lumpy skin disease
buffalo,9,37.9,depression,difficulty breathing,weakness,pasteurellosis
sheep,1,103.9,difficulty walking,loss of appetite,blisters on mouth,foot and mouth
sheep,4,100.3,loss of appetite,depression,painless lumps,lumpy skin disease
sheep,1,100.5,swelling in muscle,depression,crackling sound,blackleg
goat,7,38.6,scabs on muzzle,lesions on skin,fever,lumpy skin disease
sheep,10,101.3,depression,crackling sound,swelling in limb,blackleg
buffalo,12,100.6,depression,loss of appetite,painless lumps,lumpy skin disease
goat,7,103.4,coughing,depression,loss of appetite,pneumonia
buffalo,8,101.0,lameness,loss of appetite,blisters on hooves,foot and mouth
goat,1,104.6,painless lumps,depression,loss of appetite,lumpy skin disease
buffalo,10,100.7,loss of appetite,swelling in muscle,difficulty walking,blackleg
goat,3,103.9,loss of appetite,depression,lameness,blackleg
cow,3,102.1,difficulty walking,loss of appetite,sores on gums,foot and mouth
sheep,7,100.3,difficulty walking,loss of appetite,blisters on hooves,foot and mouth
cow,11,101.9,loss of appetite,sores on gums,lameness,foot and mouth
goat,5,104.4,nasal discharge,loss of appetite,depression,pneumonia
sheep,4,100.4,depression,painless lumps,loss of appetite,lumpy skin disease
sheep,9,37.2,depression,weakness,nasal discharge,pasteurellosis
sheep,2,103.2,loss of appetite,depression,coughing,pneumonia
goat,9,102.7,lameness,blisters on mouth,loss of appetite,foot and mouth
goat,10,40.9,depression,nasal discharge,high fever,pasteurellosis
goat,5,39.1,reduced milk yield,sores on mouth,sores on hooves,foot and mouth disease
cow,9,39.1,loss of appetite,difficulty walking,crepitation under skin,blackleg
cow,4,100.9,swelling in limb,crackling sound,depression,blackleg
sheep,5,103.2,swelling in muscle,depression,crackling sound,blackleg
sheep,10,38.6,loss of appetite,high fever,fatigue,pasteurellosis
sheep,4,37.9,weakness,salivation,loss of appetite,pasteurellosis
goat,3,103.5,loss of appetite,depression,lameness,blackleg
goat,6,104.9,depression,painless lumps,loss of appetite,lumpy skin disease
cow,2,37.4,high fever,difficulty breathing,nasal discharge,pasteurellosis
goat,3,102.3,blisters on gums,loss of appetite,lameness,foot and mouth
buffalo,10,38.6,salivation,fatigue,depression,pasteurellosis
goat,4,100.0,lameness,crackling sound,depression,blackleg
sheep,10,101.6,depression,painless lumps,loss of appetite,lumpy skin disease
sheep,5,39.1,sores on hooves,weight loss,drooling,foot and mouth disease
sheep,9,102.4,loss of appetite,blisters on mouth,lameness,foot and mouth
buffalo,12,102.2,lameness,loss of appetite,swelling in limb,blackleg
cow,8,100.8,depression,nasal discharge,loss of appetite,pneumonia
buffalo,10,102.2,loss of appetite,blisters on tongue,difficulty walking,foot and mouth
sheep,8,40.9,bloated abdomen,abdominal pain,diarrhea,enterotoxemia
cow,12,104.0,crackling sound,loss of appetite,difficulty walking,blackleg
buffalo,1,103.9,blisters on gums,loss of appetite,lameness,foot and mouth
sheep,4,101.9,depression,loss of appetite,swelling in muscle,blackleg
buffalo,3,40.9,weakness,difficulty breathing,swelling in neck,pasteurellosis
cow,9,38.6,retained placenta,lameness,infertility,brucellosis
cow,15,100.2,nasal discharge,loss of appetite,depression,pneumonia
sheep,7,100.6,loss of appetite,swelling in muscle,difficulty walking,blackleg
goat,7,100.9,loss of appetite,depression,swelling in muscle,blackleg
buffalo,10,101.7,loss of appetite,difficulty walking,swelling in muscle,blackleg
cow,15,102.5,difficulty walking,loss of appetite,blisters on gums,foot and mouth
cow,3,101.8,loss of appetite,blisters on mouth,lameness,foot and mouth
cow,6,100.3,difficulty walking,swelling in muscle,loss of appetite,blackleg
buffalo,2,103.6,loss of appetite,difficulty walking,swelling in limb,blackleg
buffalo,2,104.0,loss of appetite,coughing,depression,pneumonia
buffalo,4,102.4,depression,nasal discharge,loss of appetite,pneumonia
cow,1,101.7,sores on mouth,lameness,loss of appetite,foot and mouth
buffalo,8,100.1,swelling in limb,loss of appetite,crackling sound,blackleg
goat,2,102.4,depression,swelling in limb,loss of appetite,blackleg
buffalo,3,40.9,loss of appetite,coughing,salivation,pasteurellosis
sheep,10,103.6,loss of appetite,depression,nasal discharge,pneumonia
sheep,8,38.6,slow growth,loss of appetite,diarrhea,parasite infestation
buffalo,6,103.7,difficulty walking,loss of appetite,depression,blackleg
goat,10,40.9,nasal discharge,salivation,depression,pasteurellosis
buffalo,7,100.6,depression,loss of appetite,painless lumps,lumpy skin disease
cow,14,101.7,swelling in muscle,loss of appetite,depression,blackleg
cow,2,102.3,swelling in muscle,crackling sound,loss of appetite,blackleg
buffalo,5,101.0,depression,loss of appetite,nasal discharge,pneumonia
goat,5,100.5,painless lumps,loss of appetite,depression,lumpy skin disease
goat,10,101.3,depression,lameness,swelling in limb,blackleg
sheep,1,37.5,swelling in muscles,difficulty walking,bloody discharge,blackleg
goat,6,103.3,loss of appetite,depression,painless lumps,lumpy skin disease
sheep,3,102.8,difficulty walking,swelling in muscle,crackling sound,blackleg
buffalo,10,102.4,loss of appetite,painless lumps,depression,lumpy skin disease
sheep,5,100.3,depression,nasal discharge,loss of appetite,pneumonia
cow,4,37.4,depression,swelling in neck,high fever,pasteurellosis
buffalo,14,102.7,depression,painless lumps,loss of appetite,lumpy skin disease
cow,2,103.5,difficult breathing,depression,loss of appetite,pneumonia
buffalo,8,100.4,depression,loss of appetite,coughing,pneumonia
sheep,4,101.7,loss of appetite,crackling sound,swelling in muscle,blackleg
sheep,7,100.0,coughing,depression,loss of appetite,pneumonia
buffalo,15,103.4,lameness,sores on hooves,loss of appetite,foot and mouth
goat,10,40.1,high fever,weakness,salivation,pasteurellosis
sheep,9,102.5,crackling sound,loss of appetite,difficulty walking,blackleg
cow,8,102.0,loss of appetite,depression,painless lumps,lumpy skin disease
buffalo,6,100.8,loss of appetite,depression,lameness,blackleg
cow,10,104.6,crackling sound,loss of appetite,lameness,blackleg
cow,13,104.5,lameness,depression,swelling in muscle,blackleg
buffalo,2,101.9,lameness,loss of appetite,blisters on tongue,foot and mouth
goat,7,103.9,sores on mouth,difficulty walking,loss of appetite,foot and mouth
cow,7,100.7,loss of appetite,sores on hooves,difficulty walking,foot and mouth
sheep,1,104.5,loss of appetite,lameness,sores on gums,foot and mouth
sheep,2,101.3,lameness,blisters on hooves,loss of appetite,foot and mouth
sheep,1,103.8,loss of appetite,lameness,crackling sound,blackleg
cow,2,104.6,loss of appetite,crackling sound,depression,blackleg
sheep,7,103.8,swelling in muscle,loss of appetite,lameness,blackleg
sheep,3,105.0,loss of appetite,crackling sound,difficulty walking,blackleg
buffalo,4,100.7,depression,nasal discharge,loss of appetite,pneumonia
buffalo,5,103.1,loss of appetite,nasal discharge,depression,pneumonia
goat,8,101.1,depression,loss of appetite,coughing,pneumonia
cow,7,37.9,weakness,fatigue,high fever,pasteurellosis
goat,3,101.2,loss of appetite,depression,painless lumps,lumpy skin disease
cow,10,101.7,nasal discharge,depression,loss of appetite,pneumonia
cow,1,101.0,crackling sound,depression,loss of appetite,blackleg
goat,3,104.1,loss of appetite,lameness,blisters on gums,foot and mouth
sheep,3,40.7,skin nodules,fever,nasal discharge,lumpy skin disease
goat,1,38.6,bloody discharge,difficulty walking,swelling in muscles,blackleg
buffalo,8,101.8,swelling in limb,lameness,depression,blackleg
buffalo,4,39.3,fatigue,depression,reduced milk yield,mastitis
sheep,3,100.7,loss of appetite,depression,coughing,pneumonia
goat,2,38.6,fever,retained placenta,reduced milk yield,brucellosis
buffalo,12,100.9,loss of appetite,depression,crackling sound,blackleg
buffalo,12,103.4,painless lumps,loss of appetite,depression,lumpy skin disease
goat,1,100.0,depression,loss of appetite,difficult breathing,pneumonia
cow,9,40.9,coughing,depression,weakness,pasteurellosis
goat,1,38.1,nasal discharge,fatigue,depression,pasteurellosis
sheep,1,100.0,depression,loss of appetite,painless lumps,lumpy skin disease
cow,12,102.4,swelling in muscle,difficulty walking,crackling sound,blackleg
cow,1,102.5,loss of appetite,swelling in muscle,crackling sound,blackleg
cow,10,38.6,reduced movement,restlessness,abdominal swelling,bloat
sheep,1,100.5,blisters on mouth,lameness,loss of appetite,foot and mouth
sheep,7,40.9,weakness,difficulty breathing,nasal discharge,pasteurellosis
buffalo,11,103.9,swelling in limb,loss of appetite,crackling sound,blackleg
buffalo,2,100.4,loss of appetite,depression,painless lumps,lumpy skin disease
cow,4,102.9,loss of appetite,crackling sound,lameness,blackleg
cow,1,39.3,loss of appetite,salivation,high fever,pasteurellosis
goat,7,104.9,painless lumps,loss of appetite,depression,lumpy skin disease
sheep,3,100.9,loss of appetite,lameness,depression,blackleg
goat,3,39.9,depression,coughing,difficulty breathing,pasteurellosis
buffalo,7,100.5,painless lumps,depression,loss of appetite,lumpy skin disease
buffalo,2,101.4,depression,coughing,loss of appetite,pneumonia
buffalo,15,100.3,depression,difficult breathing,loss of appetite,pneumonia
cow,6,103.5,lameness,swelling in limb,depression,blackleg
goat,10,101.4,loss of appetite,painless lumps,depression,lumpy skin disease
goat,10,41.5,difficulty breathing,weakness,high fever,pasteurellosis
sheep,3,37.5,sudden death,reduced movement,difficulty breathing,bloat
goat,2,39.1,difficulty breathing,high fever,fatigue,pasteurellosis
sheep,2,100.8,coughing,loss of appetite,depression,pneumonia
sheep,6,37.9,nasal discharge,loss of appetite,weakness,pasteurellosis
buffalo,6,100.6,coughing,depression,loss of appetite,pneumonia
sheep,3,102.6,depression,loss of appetite,nasal discharge,pneumonia
cow,15,104.0,difficulty walking,depression,loss of appetite,blackleg
sheep,3,39.9,weakness,fatigue,loss of appetite,pasteurellosis
cow,9,100.3,blisters on gums,lameness,loss of appetite,foot and mouth
buffalo,9,103.8,loss of appetite,blisters on hooves,difficulty walking,foot and mouth
buffalo,1,101.2,sores on mouth,loss of appetite,difficulty walking,foot and mouth
sheep,7,103.2,loss of appetite,depression,painless lumps,lumpy skin disease
sheep,7,102.6,difficulty walking,loss of appetite,blisters on mouth,foot and mouth
goat,9,40.9,weakness,nasal discharge,high fever,pasteurellosis
buffalo,11,102.7,loss of appetite,coughing,depression,pneumonia
buffalo,11,102.7,swelling in limb,difficulty walking,depression,blackleg
buffalo,11,101.3,crackling sound,lameness,loss of appetite,blackleg
sheep,1,102.1,lameness,swelling in limb,loss of appetite,blackleg
buffalo,12,103.3,loss of appetite,difficulty walking,crackling sound,blackleg
cow,7,100.2,depression,loss of appetite,nasal discharge,pneumonia
